ts,side,price,qty,fee,cash_after,position_after,unrealized_pnl_at_fill
2020-03-01T06:00:00+00:00,buy,8571.8,0.00150000,0.0321442500000,987.1101557500000,0.00150000,-0.012825000000000000
2020-03-01T08:00:00+00:00,buy,8549.9,0.00150000,0.0320621250000,974.2532436250000,0.00300000,-0.052950000000000000
2020-03-01T12:00:00+00:00,sell,8607.9,0.00125000,0.0268996875000,984.9862189375000,0.00175000,0.144112500000000000
2020-03-01T16:00:00+00:00,buy,8539.0,0.00150000,0.0320212500000,972.1456976875000,0.00325000,-0.1401250000000000000000000012
2020-03-01T17:00:00+00:00,buy,8529.0,0.00150000,0.0319837500000,959.3202139375000,0.00475000,-0.2806874999999999999999999988
2020-03-01T19:00:00+00:00,buy,8522.2,0.00075000,0.0159791250000,952.9125848125000,0.00550000,-0.3318375000000000000000000005
2020-03-01T21:00:00+00:00,buy,8519.2,0.00150000,0.0319470000000,940.1018378125000,0.00700000,-0.2696875000000000000000000020
2020-03-02T00:00:00+00:00,buy,8514.5,0.00150000,0.0319293750000,927.2981584375000,0.00850000,-0.3458125000000000000000000005
2020-03-02T02:00:00+00:00,sell,8579.4,0.00050000,0.0107242500000,931.5771341875000,0.00800000,0.5413294117647058823529411760
2020-03-02T03:00:00+00:00,sell,8579.4,0.00100000,0.0214485000000,940.1350856875000,0.00700000,0.5408632352941176470588235290
2020-03-02T05:00:00+00:00,sell,8579.4,0.00150000,0.0321727500000,952.9720129375000,0.00550000,0.6474389705882352941176470585
2020-03-02T06:00:00+00:00,sell,8579.4,0.00150000,0.0321727500000,965.8089401875000,0.00400000,0.5190647058823529411764705880
2020-03-02T07:00:00+00:00,sell,8579.4,0.00150000,0.0321727500000,978.6458674375000,0.00250000,0.2981654411764705882352941175
2020-03-02T08:00:00+00:00,sell,8579.4,0.00100000,0.0214485000000,987.2038189375000,0.00150000,0.1687742647058823529411764705
2020-03-02T09:00:00+00:00,sell,8579.4,0.00150000,0.0321727500000,1000.0407461875000,0E-8,0
2020-03-03T00:00:00+00:00,buy,8867.4,0.00150000,0.0332527500000,986.7063934375000,0.00150000,-0.023175000000000000
2020-03-03T02:00:00+00:00,buy,8844.9,0.00150000,0.0331683750000,973.4058750625000,0.00300000,-0.097350000000000000
2020-03-03T06:00:00+00:00,buy,8833.7,0.00075000,0.0165631875000,966.7640368750000,0.00375000,-0.106912500000000000
2020-03-03T07:00:00+00:00,buy,8829.1,0.00075000,0.0165545625000,960.1256573125000,0.00450000,-0.417150000000000000
2020-03-03T08:00:00+00:00,buy,8825.4,0.00075000,0.0165476250000,953.4900596875000,0.00525000,-0.3920999999999999999999999985
2020-03-03T09:00:00+00:00,buy,8822.2,0.00075000,0.0165416250000,946.8568680625000,0.00600000,-0.25785000000000000000000000
2020-03-03T10:00:00+00:00,buy,8819.4,0.00075000,0.0165363750000,940.2257816875000,0.00675000,-0.1584750000000000000000000015
2020-03-03T13:00:00+00:00,buy,8816.9,0.00075000,0.0165316875000,933.5965750000000,0.00750000,-0.36997500000000000000000000
2020-03-03T14:00:00+00:00,buy,8814.6,0.00150000,0.0330547500000,920.3416202500000,0.00900000,-0.68917500000000000000000000
2020-03-03T15:00:00+00:00,buy,8810.9,0.00100000,0.0220272500000,911.5086930000000,0.01000000,-0.42477500000000000000000000
2020-03-05T02:00:00+00:00,sell,8879.7,0.00062500,0.0138745312500,917.0446309687500,0.00937500,0.49380468750000000000000000
2020-03-05T03:00:00+00:00,sell,8879.7,0.00062500,0.0138745312500,922.5805689375000,0.00875000,0.62538437500000000000000000
2020-03-05T05:00:00+00:00,sell,8879.7,0.00125000,0.0277490625000,933.6524448750000,0.00750000,0.66954375000000000000000000
2020-03-05T06:00:00+00:00,sell,8879.7,0.00125000,0.0277490625000,944.7243208125000,0.00625000,0.51889062500000000000000000
2020-03-05T07:00:00+00:00,sell,8879.7,0.00125000,0.0277490625000,955.7961967500000,0.00500000,0.38436250000000000000000000
2020-03-05T08:00:00+00:00,sell,8879.7,0.00062500,0.0138745312500,961.3321347187500,0.00437500,0.31706718750000000000000000
2020-03-05T09:00:00+00:00,sell,8879.7,0.00187500,0.0416235937500,977.9399486250000,0.00250000,0.48780625000000000000000000
2020-03-05T10:00:00+00:00,sell,8879.7,0.00187500,0.0416235937500,994.5477625312500,0.00062500,0.14842031250000000000000000
2020-03-05T11:00:00+00:00,sell,8879.7,0.00062500,0.0138745312500,1000.0837005000000,0E-8,0
2020-03-05T13:00:00+00:00,buy,8948.4,0.00150000,0.0335565000000,986.6275440000000,0.00150000,-0.264975000000000000
2020-03-05T15:00:00+00:00,sell,8997.6,0.00100000,0.0224940000000,995.6026500000000,0.00050000,0.043300000000000000
2020-03-05T16:00:00+00:00,sell,8997.6,0.00050000,0.0112470000000,1000.0902030000000,0E-8,0
2020-03-05T22:00:00+00:00,buy,9037.7,0.00075000,0.0169456875000,993.2949823125000,0.00075000,-0.103725000000000000
2020-03-06T05:00:00+00:00,sell,9087.4,0.00050000,0.0113592500000,997.8273230625000,0.00025000,0.018075000000000000
2020-03-06T06:00:00+00:00,sell,9087.4,0.00025000,0.0056796250000,1000.0934934375000,0E-8,0
2020-03-06T14:00:00+00:00,buy,9074.1,0.00150000,0.0340278750000,986.4483155625000,0.00150000,-0.044100000000000000
2020-03-06T16:00:00+00:00,buy,9051.0,0.00150000,0.0339412500000,972.8378743125000,0.00300000,-0.113850000000000000
2020-03-06T17:00:00+00:00,sell,9112.4,0.00100000,0.0227810000000,981.9274933125000,0.00200000,0.211900000000000000
2020-03-06T21:00:00+00:00,sell,9112.4,0.00050000,0.0113905000000,986.4723028125000,0.00150000,0.095175000000000000
2020-03-06T23:00:00+00:00,sell,9112.4,0.00050000,0.0113905000000,991.0171123125000,0.00100000,0.066650000000000000
2020-03-07T12:00:00+00:00,sell,9112.4,0.00050000,0.0113905000000,995.5619218125000,0.00050000,0.027400000000000000
2020-03-07T15:00:00+00:00,sell,9112.4,0.00050000,0.0113905000000,1000.1067313125000,0E-8,0
2020-03-07T17:00:00+00:00,buy,9068.1,0.00150000,0.0340053750000,986.4705759375000,0.00150000,-0.210000000000000000
2020-03-07T18:00:00+00:00,buy,9045.1,0.00150000,0.0339191250000,972.8690068125000,0.00300000,-0.529800000000000000
2020-03-07T19:00:00+00:00,buy,9033.5,0.00150000,0.0338756250000,959.2848811875000,0.00450000,-0.804825000000000000
2020-03-07T20:00:00+00:00,buy,9025.9,0.00150000,0.0338471250000,945.7121840625000,0.00600000,-0.965400000000000000
2020-03-07T22:00:00+00:00,buy,9020.2,0.00150000,0.0338257500000,932.1480583125000,0.00750000,-0.977700000000000000
2020-03-07T23:00:00+00:00,buy,9015.6,0.00150000,0.0338085000000,918.5908498125000,0.00900000,-1.286399999999999999999999997
2020-03-08T00:00:00+00:00,buy,9011.7,0.00075000,0.0168969375000,911.8151778750000,0.00975000,-2.347424999999999999999999996
2020-03-08T01:00:00+00:00,buy,9009.9,0.00025000,0.0056311875000,909.5570716875000,0.01000000,-2.54685000000000000000000000
