ts,side,price,qty,fee,cash_after,position_after,unrealized_pnl_at_fill
2026-02-11T03:00:00+00:00,buy,68335.0,0.00150000,0.2562562500000,897.2412437500000,0.00150000,-0.293850000000000000
2026-02-11T04:00:00+00:00,buy,68161.1,0.00150000,0.2556041250000,794.7439896250000,0.00300000,-1.957950000000000000
2026-02-11T05:00:00+00:00,buy,68074.4,0.00150000,0.2552790000000,692.3771106250000,0.00450000,-2.640450000000000000000000015
2026-02-11T06:00:00+00:00,buy,68016.7,0.00150000,0.2550626250000,590.0969980000000,0.00600000,-7.1118000000000000000000000
2026-02-11T07:00:00+00:00,buy,67973.4,0.00150000,0.2549002500000,487.8819977500000,0.00750000,-9.2724000000000000000000000
2026-02-11T08:00:00+00:00,buy,67938.8,0.00150000,0.2547705000000,385.7190272500000,0.00900000,-10.21889999999999999999999997
2026-02-11T09:00:00+00:00,buy,67910.0,0.00100000,0.1697750000000,317.6392522500000,0.01000000,-11.9931000000000000000000000
2026-02-13T15:00:00+00:00,sell,68440.3,0.00062500,0.1069379687500,360.3075017812500,0.00937500,4.9189687500000000000000000
2026-02-13T16:00:00+00:00,sell,68440.3,0.00187500,0.3208139062500,488.3122503750000,0.00750000,7.1871750000000000000000000
2026-02-13T17:00:00+00:00,sell,68440.3,0.00125000,0.2138759375000,573.6487494375000,0.00625000,5.5236875000000000000000000
2026-02-13T18:00:00+00:00,sell,68440.3,0.00187500,0.3208139062500,701.6534980312500,0.00437500,4.5237062500000000000000000
2026-02-13T19:00:00+00:00,sell,68440.3,0.00187500,0.3208139062500,829.6582466250000,0.00250000,2.3542250000000000000000000
2026-02-13T20:00:00+00:00,sell,68440.3,0.00125000,0.2138759375000,914.9947456875000,0.00125000,0.9254875000000000000000000
2026-02-13T21:00:00+00:00,sell,68440.3,0.00125000,0.2138759375000,1000.3312447500000,0E-8,0
2026-02-14T16:00:00+00:00,buy,69552.1,0.00187500,0.3260254687500,869.5950317812500,0.00187500,-0.078000000000000000
2026-02-14T21:00:00+00:00,sell,69934.6,0.00050000,0.0874182500000,904.4749135312500,0.00137500,0.605137500000000000
2026-02-15T04:00:00+00:00,sell,69934.6,0.00050000,0.0874182500000,939.3547952812500,0.00087500,0.522900000000000000
2026-02-15T05:00:00+00:00,sell,69934.6,0.00050000,0.0874182500000,974.2346770312500,0.00037500,0.270075000000000000
2026-02-15T06:00:00+00:00,sell,69934.6,0.00037500,0.0655636875000,1000.3945883437500,0E-8,0
2026-02-15T12:00:00+00:00,buy,70156.7,0.00187500,0.3288595312500,868.5219163125000,0.00187500,-0.698437500000000000
2026-02-15T13:00:00+00:00,buy,69978.3,0.00075000,0.1312093125000,815.9069820000000,0.00262500,-2.610637499999999999999999996
2026-02-15T14:00:00+00:00,buy,69927.4,0.00075000,0.1311138750000,763.3303181250000,0.00337500,-3.5623125000000000000000000
2026-02-15T15:00:00+00:00,buy,69887.9,0.00075000,0.1310398125000,710.7833533125000,0.00412500,-4.1241750000000000000000000
2026-02-15T16:00:00+00:00,buy,69855.5,0.00075000,0.1309790625000,658.2607492500000,0.00487500,-5.301975000000000000000000022
2026-02-15T17:00:00+00:00,buy,69828.2,0.00075000,0.1309278750000,605.7586713750000,0.00562500,-8.2487250000000000000000000
2026-02-15T18:00:00+00:00,buy,69804.5,0.00075000,0.1308834375000,553.2744129375000,0.00637500,-9.165299999999999999999999970
2026-02-15T19:00:00+00:00,buy,69783.6,0.00075000,0.1308442500000,500.8058686875000,0.00712500,-12.17276249999999999999999997
2026-02-15T20:00:00+00:00,buy,69764.9,0.00075000,0.1308091875000,448.3513845000000,0.00787500,-12.73552499999999999999999997
2026-02-15T21:00:00+00:00,buy,69748.0,0.00075000,0.1307775000000,395.9096070000000,0.00862500,-10.41416249999999999999999997
2026-02-15T22:00:00+00:00,buy,69732.5,0.00075000,0.1307484375000,343.4794835625000,0.00937500,-9.3441000000000000000000000
2026-02-15T23:00:00+00:00,buy,69718.4,0.00062500,0.1089350000000,299.7965485625000,0.01000000,-13.4799125000000000000000000
2026-03-04T08:00:00+00:00,sell,70269.5,0.00050000,0.0878368750000,334.8434616875000,0.00950000,4.1943331250000000000000000
2026-03-04T09:00:00+00:00,sell,70269.5,0.00187500,0.3293882812500,466.2693859062500,0.00762500,9.6594167187500000000000000
2026-03-04T10:00:00+00:00,sell,70269.5,0.00187500,0.3293882812500,597.6953101250000,0.00575000,9.3622003125000000000000000
2026-03-04T11:00:00+00:00,sell,70269.5,0.00187500,0.3293882812500,729.1212343437500,0.00387500,5.1216214062500000000000000
2026-03-04T12:00:00+00:00,sell,70269.5,0.00187500,0.3293882812500,860.5471585625000,0.00200000,2.1856175000000000000000000
2026-03-04T13:00:00+00:00,sell,70269.5,0.00187500,0.3293882812500,991.9730827812500,0.00012500,0.1912010937500000000000000
2026-03-04T14:00:00+00:00,sell,70269.5,0.00012500,0.0219592187500,1000.7348110625000,0E-8,0
2026-03-04T23:00:00+00:00,buy,72998.5,0.00075000,0.1368721875000,945.8490638750000,0.00075000,-0.282375000000000000
2026-03-05T00:00:00+00:00,buy,72812.8,0.00075000,0.1365240000000,891.1029398750000,0.00150000,-0.144225000000000000
2026-03-05T02:00:00+00:00,buy,72720.1,0.00075000,0.1363501875000,836.4265146875000,0.00225000,-0.570375000000000000
2026-03-05T03:00:00+00:00,buy,72658.4,0.00075000,0.1362345000000,781.7964801875000,0.00300000,-0.706350000000000000
2026-03-05T05:00:00+00:00,buy,72612.2,0.00075000,0.1361478750000,727.2011823125000,0.00375000,-0.763125000000000000
2026-03-05T06:00:00+00:00,buy,72575.3,0.00075000,0.1360786875000,672.6336286250000,0.00450000,-1.725075000000000000
2026-03-05T07:00:00+00:00,buy,72544.6,0.00075000,0.1360211250000,618.0891575000000,0.00525000,-2.428799999999999999999999992
