ts,eth_price,funding_apr,in_position,cash,unrealized_pnl,total_funding_income_cumulative,account_value
2024-10-01T00:00:00+00:00,2617.06000000,175.20000000,True,2288.96028160,0.41872960,0.41872960,2498.32508160
2024-10-01T01:00:00+00:00,2619.09000000,175.20000000,True,2289.37933600,0.83778400,0.83778400,2498.74413600
2024-10-01T02:00:00+00:00,2617.52000000,175.20000000,True,2289.79813920,1.25658720,1.25658720,2499.16293920
2024-10-01T03:00:00+00:00,2628.14000000,175.20000000,True,2290.21864160,1.67708960,1.67708960,2499.58344160
2024-10-01T04:00:00+00:00,2642.77000000,175.20000000,True,2290.64148480,2.09993280,2.09993280,2500.00628480
2024-10-01T05:00:00+00:00,2638.33000000,175.20000000,True,2291.06361760,2.52206560,2.52206560,2500.42841760
2024-10-01T06:00:00+00:00,2655.92000000,175.20000000,True,2291.48856480,2.94701280,2.94701280,2500.85336480
2024-10-01T07:00:00+00:00,2644.78000000,175.20000000,True,2291.91172960,3.37017760,3.37017760,2501.27652960
2024-10-01T08:00:00+00:00,2639.79000000,175.20000000,True,2292.33409600,3.79254400,3.79254400,2501.69889600
2024-10-01T09:00:00+00:00,2636.01000000,175.20000000,True,2292.75585760,4.21430560,4.21430560,2502.12065760
2024-10-01T10:00:00+00:00,2637.58000000,175.20000000,True,2293.17787040,4.63631840,4.63631840,2502.54267040
2024-10-01T11:00:00+00:00,2628.83000000,175.20000000,True,2293.59848320,5.05693120,5.05693120,2502.96328320
2024-10-01T12:00:00+00:00,2624.00000000,175.20000000,True,2294.01832320,5.47677120,5.47677120,2503.38312320
2024-10-01T13:00:00+00:00,2580.23000000,175.20000000,True,2294.43116000,5.88960800,5.88960800,2503.79596000
2024-10-01T14:00:00+00:00,2549.14000000,175.20000000,True,2294.83902240,6.29747040,6.29747040,2504.20382240
2024-10-01T15:00:00+00:00,2523.64000000,175.20000000,True,2295.24280480,6.70125280,6.70125280,2504.60760480
2024-10-01T16:00:00+00:00,2508.19000000,175.20000000,True,2295.64411520,7.10256320,7.10256320,2505.00891520
2024-10-01T17:00:00+00:00,2506.17000000,175.20000000,True,2296.04510240,7.50355040,7.50355040,2505.40990240
2024-10-01T18:00:00+00:00,2501.07000000,175.20000000,True,2296.44527360,7.90372160,7.90372160,2505.81007360
2024-10-01T19:00:00+00:00,2486.49000000,175.20000000,True,2296.84311200,8.30156000,8.30156000,2506.20791200
2024-10-01T20:00:00+00:00,2451.29000000,175.20000000,True,2297.23531840,8.69376640,8.69376640,2506.60011840
2024-10-01T21:00:00+00:00,2471.76000000,175.20000000,True,2297.63080000,9.08924800,9.08924800,2506.99560000
2024-10-01T22:00:00+00:00,2452.77000000,175.20000000,True,2298.02324320,9.48169120,9.48169120,2507.38804320
2024-10-01T23:00:00+00:00,2448.27000000,175.20000000,True,2298.41496640,9.87341440,9.87341440,2507.77976640
2024-10-02T00:00:00+00:00,2462.85000000,175.20000000,True,2298.80902240,10.26747040,10.26747040,2508.17382240
2024-10-02T01:00:00+00:00,2480.19000000,175.20000000,True,2299.20585280,10.66430080,10.66430080,2508.57065280
2024-10-02T02:00:00+00:00,2493.26000000,175.20000000,True,2299.60477440,11.06322240,11.06322240,2508.96957440
2024-10-02T03:00:00+00:00,2489.57000000,175.20000000,True,2300.00310560,11.46155360,11.46155360,2509.36790560
