ts,eth_price,funding_apr,in_position,cash,unrealized_pnl,total_funding_income_cumulative,account_value
2023-03-11T17:00:00+00:00,1462.11000000,43.80000000,True,2506.66880320,103.15531520,103.15531520,2602.20000320
2023-03-11T18:00:00+00:00,1465.22000000,43.80000000,True,2506.72741200,103.21392400,103.21392400,2602.25861200
2023-03-11T19:00:00+00:00,1465.45000000,43.80000000,True,2506.78603000,103.27254200,103.27254200,2602.31723000
2023-03-11T20:00:00+00:00,1481.07000000,43.80000000,True,2506.84527280,103.33178480,103.33178480,2602.37647280
2023-03-11T21:00:00+00:00,1475.62000000,43.80000000,True,2506.90429760,103.39080960,103.39080960,2602.43549760
2023-03-11T22:00:00+00:00,1470.59000000,43.80000000,True,2506.96312120,103.44963320,103.44963320,2602.49432120
2023-03-11T23:00:00+00:00,1483.38000000,43.80000000,True,2507.02245640,103.50896840,103.50896840,2602.55365640
2023-03-12T00:00:00+00:00,1476.45000000,43.80000000,True,2507.08151440,103.56802640,103.56802640,2602.61271440
2023-03-12T01:00:00+00:00,1475.25000000,43.80000000,True,2507.14052440,103.62703640,103.62703640,2602.67172440
2023-03-12T02:00:00+00:00,1478.70000000,43.80000000,True,2507.19967240,103.68618440,103.68618440,2602.73087240
2023-03-12T03:00:00+00:00,1481.41000000,43.80000000,True,2507.25892880,103.74544080,103.74544080,2602.79012880
2023-03-12T04:00:00+00:00,1480.72000000,43.80000000,True,2507.31815760,103.80466960,103.80466960,2602.84935760
2023-03-12T05:00:00+00:00,1480.99000000,43.80000000,True,2507.37739720,103.86390920,103.86390920,2602.90859720
2023-03-12T06:00:00+00:00,1472.76000000,43.80000000,True,2507.43630760,103.92281960,103.92281960,2602.96750760
2023-03-12T07:00:00+00:00,1472.24000000,43.80000000,True,2507.49519720,103.98170920,103.98170920,2603.02639720
2023-03-12T08:00:00+00:00,1474.86000000,43.80000000,True,2507.55419160,104.04070360,104.04070360,2603.08539160
2023-03-12T09:00:00+00:00,1470.88000000,43.80000000,True,2507.61302680,104.09953880,104.09953880,2603.14422680
2023-03-12T10:00:00+00:00,1474.08000000,43.80000000,True,2507.67199000,104.15850200,104.15850200,2603.20319000
2023-03-12T11:00:00+00:00,1474.28000000,43.80000000,True,2507.73096120,104.21747320,104.21747320,2603.26216120
2023-03-12T12:00:00+00:00,1468.86000000,43.80000000,True,2507.78971560,104.27622760,104.27622760,2603.32091560
2023-03-12T13:00:00+00:00,1470.72000000,43.80000000,True,2507.84854440,104.33505640,104.33505640,2603.37974440
2023-03-12T14:00:00+00:00,1469.14000000,43.80000000,True,2507.90731000,104.39382200,104.39382200,2603.43851000
2023-03-12T15:00:00+00:00,1472.45000000,43.80000000,True,2507.96620800,104.45272000,104.45272000,2603.49740800
2023-03-12T16:00:00+00:00,1481.09000000,43.80000000,True,2508.02545160,104.51196360,104.51196360,2603.55665160
2023-03-12T17:00:00+00:00,1531.95000000,43.80000000,True,2508.08672960,104.57324160,104.57324160,2603.61792960
2023-03-12T18:00:00+00:00,1553.99000000,43.80000000,True,2508.14888920,104.63540120,104.63540120,2603.68008920
2023-03-12T19:00:00+00:00,1533.02000000,43.80000000,True,2508.21021000,104.69672200,104.69672200,2603.74141000
2023-03-12T20:00:00+00:00,1558.69000000,43.80000000,True,2508.27255760,104.75906960,104.75906960,2603.80375760
2023-03-12T21:00:00+00:00,1554.99000000,43.80000000,True,2508.33475720,104.82126920,104.82126920,2603.86595720
2023-03-12T22:00:00+00:00,1575.92000000,43.80000000,True,2508.39779400,104.88430600,104.88430600,2603.92899400
2023-03-12T23:00:00+00:00,1591.57000000,43.80000000,True,2508.46145680,104.94796880,104.94796880,2603.99265680
2023-03-13T00:00:00+00:00,1624.09000000,43.80000000,True,2508.52642040,105.01293240,105.01293240,2604.05762040
2023-03-13T01:00:00+00:00,1612.03000000,43.80000000,True,2508.59090160,105.07741360,105.07741360,2604.12210160
2023-03-13T02:00:00+00:00,1600.13000000,43.80000000,True,2508.65490680,105.14141880,105.14141880,2604.18610680
2023-03-13T03:00:00+00:00,1595.53000000,43.80000000,True,2508.71872800,105.20524000,105.20524000,2604.24992800
2023-03-13T04:00:00+00:00,1603.99000000,43.80000000,True,2508.78288760,105.26939960,105.26939960,2604.31408760
2023-03-13T05:00:00+00:00,1605.82000000,43.80000000,True,2508.84712040,105.33363240,105.33363240,2604.37832040
2023-03-13T06:00:00+00:00,1607.48000000,43.80000000,True,2508.91141960,105.39793160,105.39793160,2604.44261960
2023-03-13T07:00:00+00:00,1614.40000000,43.80000000,True,2508.97599560,105.46250760,105.46250760,2604.50719560
2023-03-13T08:00:00+00:00,1592.00000000,43.80000000,True,2509.03967560,105.52618760,105.52618760,2604.57087560
2023-03-13T09:00:00+00:00,1577.00000000,43.80000000,True,2509.10275560,105.58926760,105.58926760,2604.63395560
2023-03-13T10:00:00+00:00,1590.33000000,43.80000000,True,2509.16636880,105.65288080,105.65288080,2604.69756880
2023-03-13T11:00:00+00:00,1585.60000000,43.80000000,True,2509.22979280,105.71630480,105.71630480,2604.76099280
2023-03-13T12:00:00+00:00,1584.56000000,43.80000000,True,2509.29317520,105.77968720,105.77968720,2604.82437520
2023-03-13T13:00:00+00:00,1606.07000000,43.80000000,True,2509.35741800,105.84393000,105.84393000,2604.88861800
2023-03-13T14:00:00+00:00,1655.01000000,43.80000000,True,2509.42361840,105.91013040,105.91013040,2604.95481840
2023-03-13T15:00:00+00:00,1672.08000000,43.80000000,True,2509.49050160,105.97701360,105.97701360,2605.02170160
2023-03-13T16:00:00+00:00,1670.58000000,43.80000000,True,2509.55732480,106.04383680,106.04383680,2605.08852480
2023-03-13T17:00:00+00:00,1675.27000000,43.80000000,True,2509.62433560,106.11084760,106.11084760,2605.15553560
2023-03-13T18:00:00+00:00,1682.71000000,43.80000000,True,2509.69164400,106.17815600,106.17815600,2605.22284400
2023-03-13T19:00:00+00:00,1684.65000000,43.80000000,True,2509.75903000,106.24554200,106.24554200,2605.29023000
2023-03-13T20:00:00+00:00,1672.15000000,43.80000000,True,2509.82591600,106.31242800,106.31242800,2605.35711600
2023-03-13T21:00:00+00:00,1674.72000000,43.80000000,True,2509.89290480,106.37941680,106.37941680,2605.42410480
2023-03-13T22:00:00+00:00,1687.28000000,43.80000000,True,2509.96039600,106.44690800,106.44690800,2605.49159600
2023-03-13T23:00:00+00:00,1680.00000000,43.80000000,True,2510.02759600,106.51410800,106.51410800,2605.55879600
2023-03-14T00:00:00+00:00,1674.59000000,43.80000000,True,2510.09457960,106.58109160,106.58109160,2605.62577960
2023-03-14T01:00:00+00:00,1681.75000000,43.80000000,True,2510.16184960,106.64836160,106.64836160,2605.69304960
2023-03-14T02:00:00+00:00,1676.34000000,43.80000000,True,2510.22890320,106.71541520,106.71541520,2605.76010320
2023-03-14T03:00:00+00:00,1684.32000000,43.80000000,True,2510.29627600,106.78278800,106.78278800,2605.82747600
2023-03-14T04:00:00+00:00,1683.48000000,43.80000000,True,2510.36361520,106.85012720,106.85012720,2605.89481520
2023-03-14T05:00:00+00:00,1679.60000000,43.80000000,True,2510.43079920,106.91731120,106.91731120,2605.96199920
